Reference,publised_year,Species
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cerdocyon thous
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Leopardus pardalis
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Leopardus pardalis
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Leopardus guttulus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Leopardus guttulus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Leopardus wiedii
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Puma concolor
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Puma concolor
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Herpailurus yagouaroundi
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Herpailurus yagouaroundi
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Eira barbara
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Eira barbara
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Galictis cuja
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Galictis cuja
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Lontra longicaudis
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Nasua nasua
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Nasua nasua
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Procyon cancrivorus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Procyon cancrivorus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Hydrochoerus hydrochaeris
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Hydrochoerus hydrochaeris
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cuniculus paca
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cuniculus paca
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Dasyprocta azarae
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Myocastor coypus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Coendou spinosus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Coendou spinosus
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Didelphis aurita
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Alouatta guariba
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Dasypus septemcinctus
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Dasypus novemcinctus
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Dasyprocta azarae
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Cuniculus paca
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Coendou spinosus
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Hydrochoerus hydrochaeris
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Cerdocyon thous
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Nasua nasua
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Eira barbara
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Leopardus pardalis
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Leopardus sp.
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Puma yagouaroundi
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Puma concolor
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Mazama americana
"Wallauer, J.P., Becker, M., Martins-Sa, L.G., Liermann, L.M., Perretto, S.H. and Schermack, V. (2000). Levantamento dos mamiferos da Floresta Nacional de Tres Barras-Santa Catarina. Biotemas 13, 103-127.",2000,Mazama gouazoubira
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Mazama sp.
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Cerdocyon thous
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Cerdocyon thous
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Leopardus pardalis
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Leopardus tigrinus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Leopardus tigrinus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Herpailurus yagouaroundi
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Eira barbara
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Procyon cancrivorus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Procyon cancrivorus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Nasua nasua
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Didelphis sp.
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Didelphis sp.
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Sylvilagus brasiliensis
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Sylvilagus brasiliensis
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Sapajus nigritus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Cuniculus paca
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Dasyprocta azarae
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Dasyprocta azarae
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Myocastor coypus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Coendou spinosus
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Dasypus sp.
"Wolfart, M.R., Da Fre, M., Miranda, G.B. and Lucas, E.M. (2013). Mamiferos terrestres em um remanescente de Mata Atlantica, parana, Brasil. Biotemas 26, 111-119.",2013,Dasypus sp.
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Dasyprocta azarae
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Myocastor coypus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Lycalopex gymnocercus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Sus scrofa
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Sylvilagus brasiliensis
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Dasypus hybridus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Leopardus tigrinus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Conepatus chinga
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Conepatus chinga
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Nasua nasua
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Nasua nasua
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Herpailurus yagouaroundi
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Herpailurus yagouaroundi
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Didelphis albiventris
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Didelphis albiventris
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Didelphis albiventris
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Euphractus sexcinctus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Euphractus sexcinctus
"Peters, F.B., Roth, P.R.O., Machado, L.F., Coelho, E.L., Jung, D.M.H. and Christoff, A.U. (2010). Assembleia de mamiferos dos agroecossistemas constituintes da bacia hidrografica do rio da Varzea, Rio Grande do Sul. Biotemas 23, 91-107.",2010,Euphractus sexcinctus
